"MiscUnit","CLAF","PRID","Drain","Layer","TopDep","BotDep","CFRAG","CFRAG_std","SDTO","SDTO_std","STPC","STPC_std","CLPC","CLPC_std","PSCL","BULK","BULK_std","TAWC","TAWC_std","CECS","CECS_std","TEB","TEB_std","BSAT","BSAT_std","ECEC","ECEC_std","CECc","CECc_std","ESP","ESP_std","ALSA","ALSA_std","PHAQ","PHAQ_std","TCEQ","TCEQ_std","GYPS","GYPS_std","ELCO","ELCO_std","TOTN","TOTN_std","CNrt","CNrt_std","ORGC","ORGC_std"
"N","ACu","ACu/B","M","D2",20,40,15,19.00,33,19.00,26,13.00,41,18.00,"F",1.38,0.14,12,3.00,13,6.00,4.00,3.00,32,18.00,6.00,3.00,16.00,9.00,1,1.00,17,17.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.47,0.69,12.00,3.00,17.72,8.77
"N","ACu","ACu/B","M","D3",40,60,17,22.00,30,19.00,25,13.00,45,17.00,"F",1.39,0.12,11,2.00,11,5.00,4.00,3.00,30,17.00,6.00,3.00,15.00,7.00,1,0.00,30,23.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.50,11.00,4.00,11.37,5.29
"N","ACu","ACu/B","M","D4",60,80,19,22.00,30,18.00,24,13.00,46,17.00,"F",1.39,0.12,10,2.00,11,5.00,3.00,2.00,29,18.00,6.00,3.00,14.00,7.00,1,1.00,29,23.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.47,10.00,4.00,8.55,4.43
"N","ACu","ACu/B","M","D5",80,100,15,18.00,30,18.00,24,13.00,46,17.00,"F",1.37,0.14,13,5.00,10,5.00,3.00,2.00,30,17.00,7.00,3.00,16.00,9.00,1,1.00,26,25.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.39,10.00,4.00,7.31,4.39
"N","ACu","ACu/B","M","D6",100,150,22,26.00,28,17.00,24,13.00,48,16.00,"F",1.36,0.14,13,6.00,11,5.00,3.00,2.00,34,23.00,7.00,5.00,16.00,9.00,1,1.00,24,24.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.33,10.00,5.00,6.13,3.89
"N","ACu","ACu/B","M","D7",150,200,27,25.00,29,16.00,24,12.00,47,18.00,"F",1.38,0.14,16,8.00,10,6.00,4.00,3.00,31,21.00,7.00,5.00,16.00,10.00,1,0.00,28,34.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.25,11.00,6.00,4.44,2.37
"N","AC","AC/A","W","D1",0,20,15,14.00,54,24.00,21,14.00,25,16.00,"M",1.35,0.14,14,6.00,8,4.00,4.00,3.00,42,26.00,5.00,3.00,16.00,10.00,2,1.00,23,20.00,5.10,0.70,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.66,12.00,3.00,14.65,8.51
"N","AC","AC/A","W","D2",20,40,18,18.00,48,23.00,19,13.00,33,18.00,"M",1.38,0.13,13,5.00,6,3.00,2.00,2.00,32,21.00,4.00,2.00,13.00,7.00,2,1.00,30,23.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.32,11.00,3.00,7.23,3.87
"N","AC","AC/A","W","D3",40,60,23,22.00,44,22.00,18,13.00,38,17.00,"F",1.39,0.12,14,5.00,6,3.00,2.00,1.00,28,17.00,4.00,2.00,13.00,6.00,2,2.00,42,26.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.24,10.00,3.00,5.20,2.58
"N","AC","AC/A","W","D4",60,80,22,21.00,42,21.00,18,12.00,40,16.00,"F",1.40,0.12,14,6.00,6,3.00,2.00,1.00,26,15.00,4.00,2.00,13.00,6.00,2,1.00,43,26.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.21,9.00,3.00,4.21,2.01
"N","AC","AC/A","W","D5",80,100,20,20.00,40,21.00,18,12.00,42,16.00,"F",1.40,0.13,14,6.00,7,3.00,2.00,1.00,25,15.00,4.00,2.00,13.00,6.00,2,1.00,46,29.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.19,9.00,3.00,3.65,1.72
"N","AC","AC/A","W","D6",100,150,22,20.00,39,20.00,19,12.00,42,17.00,"F",1.41,0.14,15,7.00,7,3.00,2.00,1.00,26,16.00,4.00,3.00,14.00,7.00,2,1.00,50,30.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.18,8.00,3.00,3.05,1.49
"N","AC","AC/A","W","D7",150,200,22,20.00,40,21.00,19,12.00,41,17.00,"F",1.46,0.15,9,1.00,6,3.00,2.00,1.00,28,18.00,4.00,3.00,14.00,8.00,2,1.00,42,26.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.18,8.00,3.00,2.56,1.47
"N","AC","AC/B","W","D1",0,20,19,24.00,77,11.00,12,7.00,11,6.00,"C",1.43,0.11,14,5.00,3,1.00,2.00,1.00,51,20.00,2.00,1.00,18.00,9.00,3,2.00,17,16.00,5.40,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.16,10.00,3.00,3.14,1.55
"N","AC","AC/B","W","D2",20,40,7,7.00,71,11.00,12,7.00,17,7.00,"C",1.46,0.11,13,4.00,4,2.00,2.00,1.00,41,18.00,2.00,1.00,15.00,7.00,2,1.00,26,20.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.14,9.00,4.00,2.51,0.92
"N","AC","AC/B","W","D3",40,60,3,2.00,67,12.00,12,7.00,21,7.00,"M",1.47,0.09,13,5.00,4,2.00,2.00,1.00,37,14.00,2.00,0.00,13.00,6.00,2,1.00,33,24.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.16,9.00,4.00,2.23,0.98
"N","AC","AC/B","W","D4",60,80,6,5.00,67,12.00,11,6.00,22,9.00,"M",1.49,0.10,13,5.00,4,2.00,2.00,1.00,39,15.00,2.00,1.00,13.00,7.00,2,2.00,39,24.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.16,9.00,5.00,1.72,0.74
"N","AC","AC/B","W","D5",80,100,7,6.00,68,12.00,10,6.00,22,9.00,"M",1.49,0.10,14,5.00,4,3.00,3.00,2.00,41,17.00,2.00,1.00,13.00,8.00,2,1.00,43,28.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.13,9.00,5.00,1.39,0.61
"N","AC","AC/B","W","D6",100,150,13,14.00,66,14.00,12,7.00,22,10.00,"M",1.51,0.11,14,6.00,4,3.00,3.00,2.00,39,14.00,2.00,1.00,12.00,8.00,3,2.00,49,28.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.08,7.00,3.00,1.39,0.92
"N","AC","AC/B","W","D7",150,200,14,15.00,67,16.00,11,5.00,22,11.00,"M",1.58,0.19,13,5.00,3,2.00,2.00,1.00,30,19.00,4.00,3.00,12.00,8.00,2,1.00,49,27.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.10,10.00,8.00,1.25,0.81
"N","AC","AC/C","W","D1",0,20,8,8.00,52,24.00,28,16.00,20,15.00,"M",1.11,0.44,13,4.00,7,5.00,3.00,3.00,49,27.00,5.00,3.00,13.00,7.00,2,1.00,13,11.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.47,15.00,5.00,14.47,7.39
"N","AC","AC/C","W","D2",20,40,5,5.00,45,23.00,26,15.00,29,17.00,"M",1.14,0.48,12,3.00,6,4.00,3.00,2.00,44,21.00,4.00,2.00,16.00,7.00,1,1.00,24,18.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.17,12.00,4.00,5.46,3.18
"N","AC","AC/C","W","D3",40,60,5,5.00,41,23.00,25,14.00,34,17.00,"M",1.13,0.49,12,4.00,6,3.00,3.00,2.00,39,19.00,4.00,2.00,17.00,7.00,1,1.00,30,23.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.18,10.00,4.00,3.52,2.20
"N","AC","AC/C","W","D4",60,80,7,8.00,40,22.00,24,14.00,36,17.00,"F",1.58,0.14,12,4.00,7,3.00,2.00,1.00,36,18.00,4.00,2.00,17.00,7.00,2,1.00,37,24.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.25,8.00,4.00,2.61,1.66
"N","AC","AC/C","W","D5",80,100,5,5.00,42,22.00,23,14.00,35,16.00,"F",1.59,0.15,13,4.00,7,3.00,2.00,1.00,33,18.00,4.00,2.00,18.00,8.00,2,1.00,42,28.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.23,8.00,3.00,2.05,1.34
"N","AC","AC/C","W","D6",100,150,5,5.00,44,22.00,22,14.00,34,16.00,"M",1.60,0.16,13,5.00,6,3.00,2.00,1.00,30,18.00,4.00,3.00,19.00,8.00,2,1.00,48,27.00,5.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.19,5.00,2.00,1.36,0.82
"N","AC","AC/C","W","D7",150,200,10,12.00,48,23.00,21,15.00,31,16.00,"M",1.62,0.17,13,5.00,6,4.00,2.00,1.00,29,19.00,5.00,3.00,21.00,10.00,2,1.00,51,28.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.22,6.00,1.00,1.04,0.68
"N","AC","AC/D","W","D1",0,20,11,9.00,25,15.00,51,13.00,24,9.00,"M",1.41,0.16,17,4.00,10,4.00,5.00,4.00,40,32.00,8.00,4.00,18.00,7.00,1,1.00,23,25.00,4.90,0.70,0.00,0.00,0.00,0.00,0.00,0.00,2.94,2.10,12.00,4.00,24.52,15.35
"N","AC","AC/D","W","D2",20,40,12,10.00,25,15.00,47,12.00,28,9.00,"M",1.59,0.14,15,4.00,8,3.00,3.00,2.00,36,30.00,6.00,4.00,22.00,7.00,1,1.00,39,16.00,4.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.21,8.00,3.00,5.47,2.48
"N","AC","AC/D","W","D3",40,60,13,11.00,26,16.00,45,12.00,29,9.00,"M",1.64,0.14,15,5.00,8,3.00,3.00,3.00,40,28.00,7.00,5.00,21.00,5.00,1,1.00,32,20.00,4.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.17,7.00,1.00,3.14,1.45
"N","AC","AC/D","W","D4",60,80,14,12.00,29,18.00,43,13.00,28,11.00,"M",1.68,0.14,16,2.00,8,4.00,3.00,3.00,39,23.00,7.00,5.00,26.00,8.00,1,1.00,51,24.00,4.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.21,5.00,1.00,2.48,1.34
"N","AC","AC/D","W","D5",80,100,18,15.00,33,21.00,40,15.00,27,12.00,"M",1.70,0.17,16,4.00,9,4.00,3.00,2.00,38,22.00,7.00,5.00,28.00,8.00,1,1.00,41,27.00,4.90,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.25,5.00,0.00,2.16,1.53
"N","AC","AC/D","W","D6",100,150,22,17.00,36,23.00,38,16.00,26,14.00,"M",1.72,0.17,17,4.00,8,4.00,3.00,2.00,31,16.00,8.00,7.00,28.00,9.00,2,1.00,50,24.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.18,5.00,0.00,1.69,1.29
"N","AC","AC/D","W","D7",150,200,20,19.00,46,26.00,31,16.00,23,20.00,"M",1.58,0.26,13,5.00,6,4.00,3.00,2.00,52,28.00,7.00,7.00,29.00,13.00,2,1.00,49,27.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.23,5.00,0.00,0.81,0.58
"N","ACf","ACf/A","W","D1",0,20,21,16.00,56,21.00,20,12.00,24,14.00,"M",1.34,0.14,12,5.00,8,4.00,4.00,3.00,47,27.00,6.00,4.00,16.00,11.00,2,1.00,20,18.00,5.30,0.70,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.52,13.00,4.00,13.99,6.63
"N","ACf","ACf/A","W","D2",20,40,33,27.00,48,21.00,18,11.00,34,17.00,"M",1.39,0.11,12,5.00,6,3.00,2.00,1.00,36,24.00,4.00,3.00,13.00,7.00,3,1.00,33,28.00,5.10,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.24,11.00,4.00,6.53,2.92
"N","ACf","ACf/A","W","D3",40,60,31,25.00,43,20.00,17,10.00,40,17.00,"F",1.42,0.10,13,5.00,6,3.00,2.00,1.00,30,20.00,3.00,2.00,12.00,6.00,3,2.00,46,28.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.19,9.00,3.00,4.79,1.93
"N","ACf","ACf/A","W","D4",60,80,28,23.00,40,19.00,18,11.00,42,16.00,"F",1.43,0.09,12,4.00,6,3.00,2.00,1.00,27,17.00,3.00,2.00,12.00,6.00,3,2.00,50,26.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.19,9.00,3.00,3.99,1.60
"N","ACf","ACf/A","W","D5",80,100,23,20.00,39,18.00,18,10.00,43,16.00,"F",1.41,0.09,12,4.00,6,3.00,2.00,1.00,26,15.00,3.00,2.00,13.00,6.00,2,1.00,54,27.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.17,8.00,3.00,3.50,1.33
"N","ACf","ACf/A","W","D6",100,150,22,17.00,37,18.00,20,11.00,43,16.00,"F",1.40,0.11,14,5.00,6,3.00,2.00,1.00,28,16.00,4.00,3.00,14.00,7.00,3,2.00,58,31.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.15,8.00,3.00,2.86,1.21
"N","ACf","ACf/A","W","D7",150,200,19,19.00,36,17.00,20,11.00,44,17.00,"F",1.47,0.16,12,5.00,6,2.00,2.00,1.00,30,17.00,4.00,3.00,14.00,9.00,3,2.00,43,22.00,5.20,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.18,7.00,2.00,2.32,1.25
"N","ACf","ACf/B","W","D1",0,20,17,16.00,78,9.00,12,7.00,10,3.00,"C",1.39,0.08,12,3.00,4,2.00,2.00,0.00,53,15.00,2.00,0.00,25.00,17.00,2,1.00,20,16.00,5.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.14,11.00,1.00,2.91,1.19
"N","ACf","ACf/B","W","D2",20,40,27,26.00,71,10.00,12,8.00,17,6.00,"C",1.42,0.12,12,4.00,4,2.00,2.00,1.00,44,5.00,2.00,1.00,14.00,8.00,2,1.00,26,25.00,5.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.10,11.00,3.00,2.35,0.58
"N","ACf","ACf/B","W","D3",40,60,26,24.00,69,10.00,12,7.00,19,6.00,"M",1.39,0.08,13,4.00,3,2.00,2.00,0.00,42,6.00,3.00,2.00,14.00,7.00,3,2.00,39,26.00,5.50,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.06,13.00,7.00,2.04,0.62
"N","ACf","ACf/B","W","D4",60,80,23,22.00,68,12.00,11,6.00,21,8.00,"M",1.46,0.10,14,5.00,4,2.00,2.00,0.00,38,9.00,3.00,2.00,15.00,8.00,3,2.00,44,26.00,5.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.19,9.00,4.00,1.67,0.73
"N","ACf","ACf/B","W","D5",80,100,18,18.00,67,13.00,11,6.00,22,9.00,"M",1.45,0.11,13,3.00,4,3.00,3.00,2.00,26,15.00,3.00,2.00,15.00,8.00,2,1.00,54,27.00,5.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.19,9.00,4.00,1.49,0.75
"N","ACf","ACf/B","W","D6",100,150,19,18.00,67,15.00,13,9.00,20,8.00,"M",1.43,0.12,14,5.00,4,4.00,2.00,1.00,29,16.00,4.00,3.00,14.00,8.00,3,2.00,58,31.00,5.60,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.16,8.00,3.00,1.49,1.09
"N","ACf","ACf/B","W","D7",150,200,18,21.00,40,21.00,19,11.00,41,18.00,"F",1.52,0.16,12,5.00,6,3.00,2.00,1.00,32,16.00,3.00,2.00,15.00,9.00,3,2.00,43,22.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.14,7.00,3.00,2.01,1.14
"N","ACf","ACf/C","W","D1",0,20,3,3.00,50,23.00,24,16.00,26,16.00,"M",1.52,0.15,13,4.00,7,4.00,2.00,1.00,43,26.00,4.00,2.00,12.00,8.00,1,1.00,21,16.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.40,14.00,3.00,12.09,5.36
"N","ACf","ACf/C","W","D2",20,40,4,5.00,44,24.00,23,15.00,33,18.00,"M",1.53,0.12,14,3.00,6,3.00,2.00,1.00,44,23.00,4.00,2.00,15.00,9.00,2,1.00,26,25.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.26,12.00,4.00,4.88,2.53
"N","ACf","ACf/C","W","D3",40,60,5,6.00,40,22.00,22,15.00,38,17.00,"F",1.52,0.12,13,4.00,6,3.00,2.00,1.00,33,19.00,4.00,2.00,15.00,8.00,2,2.00,30,23.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.20,10.00,4.00,3.54,1.79
"N","ACf","ACf/C","W","D4",60,80,6,6.00,40,22.00,22,15.00,38,17.00,"F",1.51,0.14,13,4.00,6,3.00,2.00,1.00,32,18.00,4.00,2.00,15.00,8.00,2,2.00,37,26.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.22,9.00,5.00,2.91,1.57
"N","ACf","ACf/C","W","D5",80,100,6,7.00,41,22.00,22,15.00,37,18.00,"F",1.49,0.15,13,3.00,5,3.00,2.00,1.00,32,14.00,4.00,2.00,15.00,8.00,2,2.00,54,27.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.23,10.00,5.00,2.37,1.37
"N","ACf","ACf/C","W","D6",100,150,14,20.00,44,23.00,21,15.00,35,18.00,"F",1.49,0.15,15,7.00,6,3.00,2.00,1.00,33,15.00,4.00,2.00,17.00,8.00,2,1.00,43,29.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.19,9.00,4.00,1.67,0.99
"N","ACf","ACf/C","W","D7",150,200,17,24.00,46,26.00,19,14.00,35,18.00,"F",1.57,0.17,13,6.00,6,3.00,2.00,1.00,37,19.00,4.00,2.00,17.00,7.00,2,1.00,43,22.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.15,8.00,4.00,1.16,0.79
"N","ACf","ACf/D","W","D1",0,20,17,16.00,55,22.00,21,13.00,24,15.00,"M",1.38,0.15,12,3.00,8,4.00,4.00,3.00,46,26.00,5.00,3.00,16.00,11.00,2,1.00,20,16.00,5.30,0.70,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.50,13.00,4.00,12.84,6.30
"N","ACf","ACf/D","W","D2",20,40,27,26.00,49,22.00,19,12.00,32,17.00,"M",1.44,0.11,12,4.00,6,3.00,2.00,1.00,36,23.00,4.00,2.00,14.00,7.00,2,1.00,26,25.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.25,11.00,4.00,5.95,2.91
"N","ACf","ACf/D","W","D3",40,60,26,24.00,44,21.00,18,12.00,38,17.00,"F",1.45,0.10,13,4.00,6,3.00,2.00,1.00,31,19.00,3.00,2.00,13.00,6.00,3,2.00,39,26.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.19,10.00,3.00,4.44,1.98
"N","ACf","ACf/D","W","D4",60,80,23,22.00,42,20.00,18,12.00,40,17.00,"F",1.46,0.10,14,5.00,6,3.00,2.00,1.00,28,16.00,3.00,2.00,13.00,6.00,3,2.00,44,26.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.19,9.00,4.00,3.66,1.56
"N","ACf","ACf/D","W","D5",80,100,18,18.00,40,20.00,19,12.00,41,17.00,"F",1.45,0.11,13,3.00,6,3.00,2.00,1.00,26,15.00,3.00,2.00,13.00,6.00,2,1.00,54,27.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.19,9.00,4.00,3.18,1.40
"N","ACf","ACf/D","W","D6",100,150,19,18.00,40,20.00,20,12.00,40,17.00,"F",1.43,0.12,14,5.00,6,3.00,2.00,1.00,29,16.00,4.00,3.00,14.00,8.00,3,2.00,58,31.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.16,8.00,3.00,2.59,1.27
"N","ACf","ACf/D","W","D7",150,200,18,21.00,40,21.00,19,11.00,41,18.00,"F",1.52,0.16,12,5.00,6,3.00,2.00,1.00,32,16.00,3.00,2.00,15.00,9.00,3,2.00,43,22.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.14,7.00,3.00,2.01,1.14
"N","ACg","ACg/A","I","D1",0,20,4,4.00,45,23.00,32,17.00,23,14.00,"M",1.28,0.16,20,7.00,8,5.00,2.00,1.00,32,17.00,7.00,4.00,16.00,6.00,2,1.00,20,17.00,4.80,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.75,12.00,2.00,12.63,7.09
"N","ACg","ACg/A","I","D2",20,40,2,2.00,41,24.00,29,18.00,30,17.00,"M",1.40,0.19,18,7.00,7,4.00,2.00,1.00,28,16.00,7.00,5.00,18.00,7.00,2,2.00,34,23.00,4.90,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.27,11.00,4.00,5.85,3.72
"N","ACg","ACg/A","I","D3",40,60,6,7.00,38,22.00,27,17.00,35,16.00,"F",1.45,0.16,18,7.00,7,4.00,2.00,1.00,26,16.00,6.00,4.00,18.00,7.00,3,2.00,43,27.00,5.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.39,8.00,3.00,3.05,1.79
"N","ACg","ACg/A","I","D4",60,80,10,12.00,36,21.00,26,17.00,38,15.00,"F",1.47,0.14,17,8.00,8,4.00,1.00,1.00,25,15.00,6.00,5.00,18.00,7.00,3,2.00,50,26.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.31,8.00,3.00,2.90,1.72
"N","ACg","ACg/A","I","D5",80,100,5,4.00,36,22.00,26,17.00,38,16.00,"F",1.49,0.17,17,9.00,8,4.00,2.00,1.00,26,17.00,7.00,7.00,19.00,7.00,3,2.00,62,22.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.35,7.00,3.00,2.64,1.61
"N","ACg","ACg/A","I","D6",100,150,8,6.00,30,20.00,30,16.00,40,17.00,"F",1.49,0.19,19,10.00,8,4.00,3.00,3.00,27,20.00,11.00,7.00,19.00,7.00,3,2.00,61,24.00,5.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.47,6.00,2.00,2.34,1.27
"N","ACg","ACg/A","I","D7",150,200,10,11.00,37,31.00,30,22.00,33,16.00,"M",1.74,0.13,9,1.00,7,4.00,4.00,5.00,40,32.00,11.00,10.00,25.00,14.00,1,1.00,62,13.00,4.90,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.21,6.00,1.00,1.26,0.67
"N","ACg","ACg/B","I","D1",0,20,4,4.00,49,25.00,31,17.00,20,14.00,"M",1.40,0.19,18,7.00,8,4.00,3.00,2.00,40,27.00,6.00,3.00,17.00,6.00,2,1.00,20,17.00,4.90,0.60,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.69,15.00,6.00,15.95,9.42
"N","ACg","ACg/B","I","D2",20,40,2,2.00,43,24.00,29,17.00,28,16.00,"M",1.54,0.21,15,7.00,7,4.00,3.00,2.00,38,24.00,7.00,5.00,19.00,8.00,2,2.00,34,23.00,4.90,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.32,11.00,4.00,5.57,3.24
"N","ACg","ACg/B","I","D3",40,60,6,7.00,40,23.00,26,16.00,34,16.00,"M",1.55,0.18,15,6.00,7,4.00,2.00,2.00,31,17.00,6.00,4.00,20.00,8.00,2,1.00,43,27.00,4.90,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.28,9.00,3.00,3.42,2.02
"N","ACg","ACg/B","I","D4",60,80,10,12.00,38,23.00,25,16.00,37,17.00,"F",1.60,0.19,15,7.00,8,4.00,2.00,1.00,29,17.00,6.00,4.00,21.00,9.00,3,2.00,50,26.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.26,8.00,3.00,2.77,1.58
"N","ACg","ACg/B","I","D5",80,100,5,4.00,39,23.00,24,16.00,37,16.00,"F",1.61,0.19,15,7.00,8,5.00,2.00,1.00,28,18.00,8.00,7.00,22.00,9.00,3,2.00,62,22.00,4.90,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.30,7.00,3.00,2.40,1.40
"N","ACg","ACg/B","I","D6",100,150,8,6.00,37,22.00,26,16.00,37,16.00,"F",1.63,0.21,16,9.00,9,5.00,3.00,2.00,28,18.00,9.00,6.00,22.00,8.00,3,2.00,61,24.00,4.90,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.25,6.00,1.00,2.04,1.27
"N","ACg","ACg/B","I","D7",150,200,10,11.00,45,27.00,23,19.00,32,17.00,"M",1.74,0.13,13,5.00,10,7.00,2.00,2.00,37,27.00,11.00,10.00,28.00,14.00,1,1.00,62,13.00,4.80,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.21,6.00,1.00,1.12,0.66
"N","ALf","ALf/C","W","D5",80,100,28,24.00,21,9.00,43,13.00,36,11.00,"F",1.51,0.20,19,3.00,14,7.00,4.00,2.00,41,19.00,9.00,4.00,32.00,7.00,2,1.00,66,26.00,4.90,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.22,6.00,1.00,2.03,1.34
"N","ALf","ALf/C","W","D6",100,150,32,24.00,23,12.00,38,16.00,39,14.00,"F",1.53,0.26,17,4.00,15,6.00,7.00,5.00,39,19.00,12.00,5.00,34.00,10.00,2,1.00,57,32.00,4.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.20,5.00,3.00,1.45,0.88
"N","ALf","ALf/C","W","D7",150,200,19,20.00,21,14.00,37,19.00,42,22.00,"F",1.62,0.33,15,3.00,16,7.00,4.00,3.00,38,24.00,8.00,6.00,40.00,14.00,2,2.00,49,25.00,4.70,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.23,5.00,0.00,1.12,0.86
"N","ALg","ALg/A","P","D1",0,20,7,7.00,64,23.00,21,11.00,15,12.00,"M",1.31,0.15,18,7.00,8,4.00,3.00,2.00,38,16.00,5.00,3.00,49.00,15.00,2,1.00,46,32.00,5.80,0.90,0.00,0.00,1.00,0.00,0.00,0.00,0.80,0.32,12.00,2.00,8.84,3.87
"N","ALg","ALg/A","P","D2",20,40,8,8.00,61,25.00,18,10.00,21,17.00,"M",1.38,0.14,17,5.00,10,7.00,3.00,2.00,32,15.00,4.00,3.00,47.00,17.00,3,2.00,53,28.00,5.70,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.31,10.00,2.00,5.07,2.61
"N","ALg","ALg/A","P","D3",40,60,5,5.00,54,24.00,16,10.00,30,18.00,"M",1.43,0.15,16,4.00,14,8.00,5.00,3.00,38,20.00,6.00,3.00,39.00,10.00,3,2.00,57,26.00,5.70,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.26,9.00,3.00,4.36,2.38
