"NEWSUID","NoSoilComp","DomFAO_Name","DomFAO_Prop","PropSynthProf","SoilMapUnit","SOIL1","PROP1","PRID1","SOIL2","PROP2","PRID2","SOIL3","PROP3","PRID3","SOIL4","PROP4","PRID4","SOIL5","PROP5","PRID5","SOIL6","PROP6","PRID6","SOIL7","PROP7","PRID7","SOIL8","PROP8","PRID8","SOIL9","PROP9","PRID9","SOIL10","PROP10","PRID10","WATE"
"WD10001271",2,"LV",50,0,"LVg3LPq3/A","LVg",50,"LVg/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001272",2,"LV",50,0,"LVg3LPq3/A","LVg",50,"LVg/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001273",3,"LP",34,0,"LPq4RGe4LVg4/A","LPq",34,"LPq/A","RGe",33,"RGe/A","LVg",33,"LVg/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001276",2,"NT",50,0,"NTh3LPq3/A","NTh",50,"NTh/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001277",3,"LP",34,0,"LPq4RGd4NTh4/A","LPq",34,"LPq/A","RGd",33,"RGd/A","NTh",33,"NTh/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001278",2,"LP",50,0,"NTr3LPq3/A","NTr",50,"NTr/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001279",3,"LP",34,0,"LPq4RGd4NTu4/A","LPq",34,"LPq/A","RGd",33,"RGd/A","NTu",33,"NTu/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001280",3,"LP",34,0,"LPq4RGd4NTu4/A","LPq",34,"LPq/A","RGd",33,"RGd/A","NTu",33,"NTu/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001286",2,"RG",50,0,"RGd3LPq3/A","RGd",50,"RGd/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001287",2,"RG",50,0,"RGd3LPq3/A","RGd",50,"RGd/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001289",2,"RG",50,0,"RGd3LPq3/A","RGd",50,"RGd/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001290",2,"RG",50,0,"RGd3LPq3/A","RGd",50,"RGd/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001298",2,"LP",50,0,"PLe3LPq3/A","PLe",50,"PLe/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001321",1,"LP",100,0,"LPq1/A","LPq",100,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001322",1,"LP",100,0,"LPq1/A","LPq",100,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001323",1,"LP",100,0,"LPq1/A","LPq",100,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001325",2,"FL",70,0,"FL2GL4/A","FL",70,"FL/A","GL",30,"GL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001326",2,"FL",70,0,"FL2GL4/A","FL",70,"FL/A","GL",30,"GL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001327",2,"FL",70,0,"FL2GL4/A","FL",70,"FL/A","GL",30,"GL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001328",2,"FL",70,0,"FL2GLd4/A","FL",70,"FL/A","GLd",30,"GLd/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001329",3,"FL",60,0,"FL2GL4FRx4/A","FL",60,"FL/A","GL",20,"GL/A","FRx",20,"FRx/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001358",1,"FL",100,0,"FLd1/A","FLd",100,"FLd/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001364",2,"FL",70,0,"FLe2GL4/A","FLe",70,"FLe/A","GL",30,"GL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001377",4,"FL",50,0,"FLe3GLe4PT5GLu5/A","FLe",50,"FLe/A","GLe",30,"GLe/A","PT",10,"PT/A","GLu",10,"GLu/A",,,,,,,,,,,,,,,,,,,
"WD10001380",3,"FL",60,0,"FLt2SCg4RGe5/A","FLt",60,"FLt/A","SCg",30,"SCg/A","RGe",10,"RGe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001382",3,"FL",60,0,"FLt2SCg4RGe5/A","FLt",60,"FLt/A","SCg",30,"SCg/A","RGe",10,"RGe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001383",2,"FL",70,0,"FLt2SCg4/A","FLt",70,"FLt/A","SCg",30,"SCg/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001384",2,"FL",70,0,"FLt2SCg4/A","FLt",70,"FLt/A","SCg",30,"SCg/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001385",3,"FL",60,0,"FLt2SCg4GLu4/A","FLt",60,"FLt/A","SCg",20,"SCg/A","GLu",20,"GLu/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001386",3,"FL",60,0,"FLt2SCg4GLu4/A","FLt",60,"FLt/A","SCg",20,"SCg/A","GLu",20,"GLu/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001388",3,"FL",60,0,"FLt2SCg4HS4/A","FLt",60,"FLt/A","SCg",20,"SCg/A","HS",20,"HS/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001399",2,"LV",70,0,"LV2CMd4/A","LV",70,"LV/A","CMd",30,"CMd/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001400",2,"LV",90,0,"LV1LPq5/A","LV",90,"LV/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001420",1,"LX",100,0,"LXf1/A","LXf",100,"LXf/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001421",1,"LX",100,0,"LXf1/A","LXf",100,"LXf/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001422",1,"LX",100,0,"LXf1/A","LXf",100,"LXf/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001424",1,"LX",100,0,"LXf1/A","LXf",100,"LXf/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001425",2,"LX",70,0,"LXf2NTr4/A","LXf",70,"LXf/A","NTr",30,"NTr/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001426",2,"LX",70,0,"LXf2ACh4/A","LXf",70,"LXf/A","ACh",30,"ACh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001427",3,"LX",60,0,"LXf2RGe4LPq4/A","LXf",60,"LXf/A","RGe",20,"RGe/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001429",3,"LX",60,0,"LXf2RGe4LPq4/A","LXf",60,"LXf/A","RGe",20,"RGe/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001430",3,"LX",60,0,"LXf2RGe4LPq4/A","LXf",60,"LXf/A","RGe",20,"RGe/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001431",3,"LX",60,0,"LXf2RGe4LPq4/A","LXf",60,"LXf/A","RGe",20,"RGe/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001432",4,"LX",40,0,"LXf3NTh4LPq4ACh4/A","LXf",40,"LXf/A","NTh",20,"NTh/A","LPq",20,"LPq/A","ACh",20,"ACh/A",,,,,,,,,,,,,,,,,,,
"WD10001433",2,"LX",70,0,"LXf2PLe4/A","LXf",70,"LXf/A","PLe",30,"PLe/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001436",5,"LX",70,0,"LXf3LXp4LVg5LPq5ARa5/A","LXf",40,"LXf/A","LXp",30,"LXp/A","LVg",10,"LVg/A","LPq",10,"LPq/A","ARa",10,"ARa/A",,,,,,,,,,,,,,,,
"WD10001438",4,"LX",60,0,"LXf3NTh4LXp5CMe5/A","LXf",50,"LXf/A","NTh",30,"NTh/A","LXp",10,"LXp/A","CMe",10,"CMe/A",,,,,,,,,,,,,,,,,,,
"WD10001439",4,"LX",60,0,"LXf3NTh4LXp5CMe5/A","LXf",50,"LXf/A","NTh",30,"NTh/A","LXp",10,"LXp/A","CMe",10,"CMe/A",,,,,,,,,,,,,,,,,,,
"WD10001441",4,"LX",80,0,"LXf3LXp4LVg5LPq5/A","LXf",50,"LXf/A","LXp",30,"LXp/A","LVg",10,"LVg/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001472",2,"LX",100,0,"LXf2LXp4/A","LXf",70,"LXf/A","LXp",30,"LXp/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001473",5,"LX",50,0,"LXf4LXp4LVv4LPq4FLe5/A","LXf",30,"LXf/A","LXp",20,"LXp/A","LVv",20,"LVv/A","LPq",20,"LPq/A","FLe",10,"FLe/A",,,,,,,,,,,,,,,,
"WD10001475",5,"LX",50,0,"LXf3LPq4ACf4LXp5GLe5/A","LXf",40,"LXf/A","LPq",20,"LPq/A","ACf",20,"ACf/A","LXp",10,"LXp/A","GLe",10,"GLe/A",,,,,,,,,,,,,,,,
"WD10001476",5,"LX",50,0,"LXf3LPq4ACf4LXp5GLe5/A","LXf",40,"LXf/A","LPq",20,"LPq/A","ACf",20,"ACf/A","LXp",10,"LXp/A","GLe",10,"GLe/A",,,,,,,,,,,,,,,,
"WD10001477",4,"LX",50,0,"LXf3RGe4PLe4LPq5/A","LXf",50,"LXf/A","RGe",20,"RGe/A","PLe",20,"PLe/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001478",5,"LX",40,0,"LXf3PLe4LVg4VR5LPq5/A","LXf",40,"LXf/A","PLe",20,"PLe/A","LVg",20,"LVg/A","VR",10,"VR/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,
"WD10001479",5,"LX",40,0,"LXf3PLe4LVg4VR5LPq5/A","LXf",40,"LXf/A","PLe",20,"PLe/A","LVg",20,"LVg/A","VR",10,"VR/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,
"WD10001480",4,"LX",50,0,"LXf3LVg4SNg5LPq5/A","LXf",50,"LXf/A","LVg",30,"LVg/A","SNg",10,"SNg/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001482",3,"LX",60,0,"LXf2LVg4ACf4/A","LXf",60,"LXf/A","LVg",20,"LVg/A","ACf",20,"ACf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001484",3,"LX",60,0,"LXf2NTr4ARl5/A","LXf",60,"LXf/A","NTr",30,"NTr/A","ARl",10,"ARl/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001485",4,"LX",50,0,"LXf3NTr4LPq5ARl5/A","LXf",50,"LXf/A","NTr",30,"NTr/A","LPq",10,"LPq/A","ARl",10,"ARl/A",,,,,,,,,,,,,,,,,,,
"WD10001486",4,"LX",50,0,"LXf3NTr4LPq5ARl5/A","LXf",50,"LXf/A","NTr",30,"NTr/A","LPq",10,"LPq/A","ARl",10,"ARl/A",,,,,,,,,,,,,,,,,,,
"WD10001487",4,"LX",50,0,"LXf3NTr4LPq5ARl5/A","LXf",50,"LXf/A","NTr",30,"NTr/A","LPq",10,"LPq/A","ARl",10,"ARl/A",,,,,,,,,,,,,,,,,,,
"WD10001488",3,"LX",60,0,"LXf2NTr4ARl4/A","LXf",60,"LXf/A","NTr",20,"NTr/A","ARl",20,"ARl/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001489",4,"LX",70,0,"LXf3NTh4LXp4ACh5/A","LXf",50,"LXf/A","NTh",20,"NTh/A","LXp",20,"LXp/A","ACh",10,"ACh/A",,,,,,,,,,,,,,,,,,,
"WD10001490",3,"LX",60,0,"LXf2LPq4ARl5/A","LXf",60,"LXf/A","LPq",30,"LPq/A","ARl",10,"ARl/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001492",2,"LX",90,0,"LXf1GL5/A","LXf",90,"LXf/A","GL",10,"GL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001493",4,"LX",80,0,"LXf3LXp4LPq5GL5/A","LXf",50,"LXf/A","LXp",30,"LXp/A","LPq",10,"LPq/A","GL",10,"GL/A",,,,,,,,,,,,,,,,,,,
"WD10001494",4,"LX",80,0,"LXf3LXp4LPq5GL5/A","LXf",50,"LXf/A","LXp",30,"LXp/A","LPq",10,"LPq/A","GL",10,"GL/A",,,,,,,,,,,,,,,,,,,
"WD10001496",1,"LV",100,0,"LVg1/A","LVg",100,"LVg/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001442",4,"LX",80,0,"LXf3LXp4LVg5LPq5/A","LXf",50,"LXf/A","LXp",30,"LXp/A","LVg",10,"LVg/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001443",4,"LX",80,0,"LXf3LXp4LVg5LPq5/A","LXf",50,"LXf/A","LXp",30,"LXp/A","LVg",10,"LVg/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001444",4,"LX",80,0,"LXf3LXp4LVg5LPq5/A","LXf",50,"LXf/A","LXp",30,"LXp/A","LVg",10,"LVg/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001445",3,"LX",60,0,"LXf2NTr4LPq4/A","LXf",60,"LXf/A","NTr",20,"NTr/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001446",3,"LX",60,0,"LXf2NTr4LPq4/A","LXf",60,"LXf/A","NTr",20,"NTr/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001447",3,"LX",60,0,"LXf2NTr4LPq4/A","LXf",60,"LXf/A","NTr",20,"NTr/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001448",3,"LX",60,0,"LXf2NTr4LPq4/A","LXf",60,"LXf/A","NTr",20,"NTr/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001450",2,"LX",70,0,"LXf2LVg4/A","LXf",70,"LXf/A","LVg",30,"LVg/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001453",3,"LX",80,0,"LXf1LPq5CMe5/A","LXf",80,"LXf/A","LPq",10,"LPq/A","CMe",10,"CMe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001455",2,"LX",90,0,"LXf1LPq5/A","LXf",90,"LXf/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001456",2,"LX",90,0,"LXf1LPq5/A","LXf",90,"LXf/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001457",2,"LX",90,0,"LXf1LPq5/A","LXf",90,"LXf/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001458",2,"LX",90,0,"LXf1LPq5/A","LXf",90,"LXf/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001460",3,"LX",60,0,"LXf2RGe4VR5/A","LXf",60,"LXf/A","RGe",30,"RGe/A","VR",10,"VR/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001463",5,"LX",40,0,"LXf3RGe4VR5LPq5CMv5/A","LXf",40,"LXf/A","RGe",30,"RGe/A","VR",10,"VR/A","LPq",10,"LPq/A","CMv",10,"CMv/A",,,,,,,,,,,,,,,,
"WD10001464",4,"LX",50,0,"LXf3RGd4LVg4CMe5/A","LXf",50,"LXf/A","RGd",20,"RGd/A","LVg",20,"LVg/A","CMe",10,"CMe/A",,,,,,,,,,,,,,,,,,,
"WD10001465",3,"LX",60,0,"LXf2RGd4LVg4/A","LXf",60,"LXf/A","RGd",20,"RGd/A","LVg",20,"LVg/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001468",3,"LX",60,0,"LXf2LVg4LPq4/A","LXf",60,"LXf/A","LVg",20,"LVg/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001469",3,"LX",60,0,"LXf2LVg4LPq4/A","LXf",60,"LXf/A","LVg",20,"LVg/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001470",4,"LX",50,0,"LXf3LVg4ARl4LPq5/A","LXf",50,"LXf/A","LVg",20,"LVg/A","ARl",20,"ARl/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001471",4,"LX",50,0,"LXf3LVg4ARl4FL5/A","LXf",50,"LXf/A","LVg",20,"LVg/A","ARl",20,"ARl/A","FL",10,"FL/A",,,,,,,,,,,,,,,,,,,
"WD10001884",4,"CM",50,0,"CMx3LVx4ARb4RGe5/A","CMx",50,"CMx/A","LVx",20,"LVx/A","ARb",20,"ARb/A","RGe",10,"RGe/A",,,,,,,,,,,,,,,,,,,
"WD10001885",4,"CM",60,0,"CMd3LXf4LVx4CMx5/A","CMd",50,"CMd/A","LXf",20,"LXf/A","LVx",20,"LVx/A","CMx",10,"CMx/A",,,,,,,,,,,,,,,,,,,
"WD10001887",5,"CM",60,0,"CMe3LPq4CMv4VR5ARb5/A","CMe",40,"CMe/A","LPq",20,"LPq/A","CMv",20,"CMv/A","VR",10,"VR/A","ARb",10,"ARb/A",,,,,,,,,,,,,,,,
"WD10001888",4,"CM",50,0,"CMo3ACf4RGd5LPu5/A","CMo",50,"CMo/A","ACf",30,"ACf/A","RGd",10,"RGd/A","LPu",10,"LPu/A",,,,,,,,,,,,,,,,,,,
"WD10001890",5,"CM",40,0,"CMu3FRu4ANu4PT5GL5/A","CMu",40,"CMu/A","FRu",20,"FRu/A","ANu",20,"ANu/A","PT",10,"PT/A","GL",10,"GL/A",,,,,,,,,,,,,,,,
"WD10001891",4,"CM",60,0,"CMc3RGc4LPm4CMx5/A","CMc",50,"CMc/A","RGc",20,"RGc/A","LPm",20,"LPm/A","CMx",10,"CMx/A",,,,,,,,,,,,,,,,,,,
"WD10001892",3,"FR",80,0,"FRu2LPq4FRr4/A","FRu",60,"FRu/A","LPq",20,"LPq/A","FRr",20,"FRr/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001894",5,"FR",50,0,"FRh3ACh4GL5FRu5CMo5/A","FRh",40,"FRh/A","ACh",30,"ACh/A","GL",10,"GL/A","FRu",10,"FRu/A","CMo",10,"CMo/A",,,,,,,,,,,,,,,,
"WD10001895",4,"FR",70,0,"FRh3FRu4ACu4GLu5/A","FRh",50,"FRh/A","FRu",20,"FRu/A","ACu",20,"ACu/A","GLu",10,"GLu/A",,,,,,,,,,,,,,,,,,,
"WD10001898",6,"FR",50,0,"FRh4FRu4ANu4CMv5CMe5ANh5/A","FRh",30,"FRh/A","FRu",20,"FRu/A","ANu",20,"ANu/A","CMv",10,"CMv/A","CMe",10,"CMe/A","ANh",10,"ANh/A",,,,,,,,,,,,,
"WD10001899",4,"FR",70,0,"FRh3NTr4FRr4CMe5/A","FRh",50,"FRh/A","NTr",20,"NTr/A","FRr",20,"FRr/A","CMe",10,"CMe/A",,,,,,,,,,,,,,,,,,,
"WD10001901",4,"FR",50,0,"FRr3NTh4PT5LPq5/A","FRr",50,"FRr/A","NTh",30,"NTh/A","PT",10,"PT/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001902",4,"FR",50,0,"FRr3NTh4PT5LPq5/A","FRr",50,"FRr/A","NTh",30,"NTh/A","PT",10,"PT/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001904",4,"FR",70,0,"FRr3NTr4FRu4ANu5/A","FRr",50,"FRr/A","NTr",20,"NTr/A","FRu",20,"FRu/A","ANu",10,"ANu/A",,,,,,,,,,,,,,,,,,,
"WD10001906",3,"GL",80,0,"GLd2GLu4FLe4/A","GLd",60,"GLd/A","GLu",20,"GLu/A","FLe",20,"FLe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001907",5,"GL",60,0,"GLu3HS4GLd4FRx5FLd5/A","GLu",40,"GLu/A","HS",20,"HS/A","GLd",20,"GLd/A","FRx",10,"FRx/A","FLd",10,"FLd/A",,,,,,,,,,,,,,,,
"WD10001908",3,"LP",34,0,"LPq4CMe4ANz4/A","LPq",34,"LPq/A","CMe",33,"CMe/A","ANz",33,"ANz/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001909",3,"LP",67,0,"LPq4LPm4CMc4/A","LPq",34,"LPq/A","LPm",33,"LPm/A","CMc",33,"CMc/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001911",2,"LP",50,0,"LPq3CMv3/A","LPq",50,"LPq/A","CMv",50,"CMv/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001912",3,"LP",34,0,"LPq4RGe4ANz4/A","LPq",34,"LPq/A","RGe",33,"RGe/A","ANz",33,"ANz/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001914",4,"FL",50,0,"FLc3RG4SCh5RGe5/A","FLc",50,"FLc/A","RG",30,"RG/A","SCh",10,"SCh/A","RGe",10,"RGe/A",,,,,,,,,,,,,,,,,,,
"WD10001915",4,"FL",50,0,"FLc3RG4SCh5RGe5/A","FLc",50,"FLc/A","RG",30,"RG/A","SCh",10,"SCh/A","RGe",10,"RGe/A",,,,,,,,,,,,,,,,,,,
"WD10001916",4,"FL",50,0,"FLe3GLe4VR5GLu5/A","FLe",50,"FLe/A","GLe",30,"GLe/A","VR",10,"VR/A","GLu",10,"GLu/A",,,,,,,,,,,,,,,,,,,
"WD10001918",3,"FL",60,0,"FLe2CMe4RGc5/A","FLe",60,"FLe/A","CMe",30,"CMe/A","RGc",10,"RGc/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001920",5,"FL",60,0,"FLt3SCg4FLc4SC5GLk5/A","FLt",40,"FLt/A","SCg",20,"SCg/A","FLc",20,"FLc/A","SC",10,"SC/A","GLk",10,"GLk/A",,,,,,,,,,,,,,,,
"WD10001922",3,"LV",60,0,"LVx2VR4CMx4/A","LVx",60,"LVx/A","VR",20,"VR/A","CMx",20,"CMx/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001923",5,"LV",40,0,"LVx3LXf4CMx4LPq5CMc5/A","LVx",40,"LVx/A","LXf",20,"LXf/A","CMx",20,"CMx/A","LPq",10,"LPq/A","CMc",10,"CMc/A",,,,,,,,,,,,,,,,
"WD10001924",4,"LX",50,0,"LXf3NTr4LVx4ACh5/A","LXf",50,"LXf/A","NTr",20,"NTr/A","LVx",20,"LVx/A","ACh",10,"ACh/A",,,,,,,,,,,,,,,,,,,
"WD10001926",6,"AC",40,0,"NTr4ACh4ACf4LPu5LPq5CMo5/A","NTr",30,"NTr/A","ACh",20,"ACh/A","ACf",20,"ACf/A","LPu",10,"LPu/A","LPq",10,"LPq/A","CMo",10,"CMo/A",,,,,,,,,,,,,
"WD10001927",3,"NT",60,0,"NTr2LVx4LPq4/A","NTr",60,"NTr/A","LVx",20,"LVx/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001928",3,"NT",60,0,"NTr2LVx4LPq4/A","NTr",60,"NTr/A","LVx",20,"LVx/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001929",4,"NT",50,0,"NTr3PT4FRu4LPq5/A","NTr",50,"NTr/A","PT",20,"PT/A","FRu",20,"FRu/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001931",6,"NT",30,0,"NTr4LVx4FRr4VR5RGc5LPq5/A","NTr",30,"NTr/A","LVx",20,"LVx/A","FRr",20,"FRr/A","VR",10,"VR/A","RGc",10,"RGc/A","LPq",10,"LPq/A",,,,,,,,,,,,,
"WD10001932",4,"NT",50,0,"NTr3LVx4FRr4LPq5/A","NTr",50,"NTr/A","LVx",20,"LVx/A","FRr",20,"FRr/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001933",4,"HS",50,0,"HS3GLu4GLd4FLd5/A","HS",50,"HS/A","GLu",20,"GLu/A","GLd",20,"GLd/A","FLd",10,"FLd/A",,,,,,,,,,,,,,,,,,,
"WD10001935",4,"AR",50,0,"ARb3RGc4CMx4LVx5/A","ARb",50,"ARb/A","RGc",20,"RGc/A","CMx",20,"CMx/A","LVx",10,"LVx/A",,,,,,,,,,,,,,,,,,,
"WD10001937",5,"RG",40,0,"RGc3LPq4CMc4VR5GLk5/A","RGc",40,"RGc/A","LPq",20,"LPq/A","CMc",20,"CMc/A","VR",10,"VR/A","GLk",10,"GLk/A",,,,,,,,,,,,,,,,
"WD10001938",4,"RG",50,0,"RGc3LPq4CMx4LVx5/A","RGc",50,"RGc/A","LPq",20,"LPq/A","CMx",20,"CMx/A","LVx",10,"LVx/A",,,,,,,,,,,,,,,,,,,
"WD10001939",5,"RG",40,0,"RGc3GLk4ARa4SC5CMc5/A","RGc",40,"RGc/A","GLk",20,"GLk/A","ARa",20,"ARa/A","SC",10,"SC/A","CMc",10,"CMc/A",,,,,,,,,,,,,,,,
"WD10001941",5,"RG",50,0,"RGd3ARa4RGc5PZc5GLu5/A","RGd",40,"RGd/A","ARa",30,"ARa/A","RGc",10,"RGc/A","PZc",10,"PZc/A","GLu",10,"GLu/A",,,,,,,,,,,,,,,,
"WD10001942",4,"RG",50,0,"RGd3LPq4CMo4LPu5/A","RGd",50,"RGd/A","LPq",20,"LPq/A","CMo",20,"CMo/A","LPu",10,"LPu/A",,,,,,,,,,,,,,,,,,,
"WD10001944",3,"AN",60,0,"ANh2CMe4NTr5/A","ANh",60,"ANh/A","CMe",30,"CMe/A","NTr",10,"NTr/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001948",2,"LX",50,0,"LXf3LPq3/A","LXf",50,"LXf/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001949",2,"LP",50,0,"LVg3LPq3/A","LVg",50,"LVg/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001954",4,"LX",50,0,"LXf3LVg4ACh4ACg5/A","LXf",50,"LXf/A","LVg",20,"LVg/A","ACh",20,"ACh/A","ACg",10,"ACg/A",,,,,,,,,,,,,,,,,,,
"WD10001955",3,"LX",60,0,"LXf2LPq4ARl5/A","LXf",60,"LXf/A","LPq",30,"LPq/A","ARl",10,"ARl/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001956",3,"LX",90,0,"LXp2LXf4NTr5/A","LXp",60,"LXp/A","LXf",30,"LXf/A","NTr",10,"NTr/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001959",3,"RG",60,0,"RGe2PLe4LVg4/A","RGe",60,"RGe/A","PLe",20,"PLe/A","LVg",20,"LVg/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001966",3,"GL",60,0,"GLu2HS4FRx4/A","GLu",60,"GLu/A","HS",20,"HS/A","FRx",20,"FRx/A",,,,,,,,,,,,,,,,,,,,,,
"WD10003635",5,"AC",80,0,"ACf3ACh4ACg4LPq5FL5/A","ACf",40,"ACf/A","ACh",20,"ACh/A","ACg",20,"ACg/A","LPq",10,"LPq/A","FL",10,"FL/A",,,,,,,,,,,,,,,,
"WD10003636",4,"AC",50,0,"ACf3PTd4GL4FLd5/A","ACf",50,"ACf/A","PTd",20,"PTd/A","GL",20,"GL/A","FLd",10,"FLd/A",,,,,,,,,,,,,,,,,,,
"WD10003640",4,"AC",80,0,"ACu2LPq5FRu5ACh5/A","ACu",70,"ACu/A","LPq",10,"LPq/A","FRu",10,"FRu/A","ACh",10,"ACh/A",,,,,,,,,,,,,,,,,,,
