pixel_vaue	description	cover_%	cell_count	square_km
28594	WD30028594	0.00	96	72
28595	WD30028595	0.00	218	164
28596	WD30028596	0.00	5746	4297
28597	WD30028597	0.00	1084	813
28598	WD20028598	0.00	98	77
28599	WD20028599	0.00	155	116
28600	WD20028600	0.00	101	76
28601	WD30028601	0.00	95	71
28602	WD30028602	0.00	65	49
28603	WD30028603	0.00	213	160
28604	WD20028604	0.00	3432	2564
28605	WD20028605	0.00	326	244
28606	WD20028606	0.00	53	40
28607	WD20028607	0.00	69	52
28608	WD20028608	0.00	69	54
28609	WD20028609	0.00	197	148
28610	WD20028610	0.00	125	94
28611	WD20028611	0.00	114	86
28612	WD20028612	0.00	606	453
28613	WD20028613	0.00	266	199
28614	WD20028614	0.00	718	538
28615	WD20028615	0.00	1317	987
28616	WD30028616	0.00	45	34
28617	WD20028617	0.00	607	455
28618	WD30028618	0.00	97	76
28619	WD20028619	0.00	639	479
28620	WD20028620	0.00	182	136
28621	WD20028621	0.00	561	421
28622	WD20028622	0.00	429	321
28623	WD20028623	0.00	53	40
28624	WD30028624	0.00	39	29
28625	WD20028625	0.00	85	64
28626	WD20028626	0.00	1070	801
28627	WD20028627	0.00	99	74
28628	WD20028628	0.00	204	153
28629	WD30028629	0.00	273	205
28630	WD30028630	0.00	74	55
28631	WD30028631	0.00	47	35
28632	WD20028632	0.00	313	234
28633	WD20028633	0.00	91	68
28634	WD20028634	0.00	431	323
28635	WD20028635	0.00	51	38
28636	WD20028636	0.00	752	563
28637	WD30028637	0.00	4728	3500
28638	WD30028638	0.00	342	256
28639	WD20028639	0.00	719	565
28640	WD20028640	0.00	89	67
28641	WD20028641	0.00	34	25
28642	WD30028642	0.00	70	52
28643	WD20028643	0.00	160	120
28644	WD30028644	0.00	218	163
28645	WD20028645	0.00	79	59
28646	WD20028646	0.00	38	28
28647	WD20028647	0.00	328	245
28648	WD20028648	0.00	44	33
28649	WD20028649	0.00	160	127
28650	WD30028650	0.00	683	535
28651	WD30028651	0.00	49	37
28652	WD20028652	0.00	736	550
28653	WD20028653	0.00	677	507
28654	WD20028654	0.00	2677	2000
28655	WD20028655	0.00	40	30
28656	WD30028656	0.00	176	132
28657	WD20028657	0.00	230	172
28658	WD20028658	0.00	41	31
28659	WD20028659	0.00	1132	846
28660	WD20028660	0.00	69	54
28661	WD20028661	0.00	59	44
28662	WD30028662	0.00	60	45
28663	WD20028663	0.00	39	29
28664	WD20028664	0.00	63	47
28665	WD30028665	0.00	71	53
28666	WD20028666	0.00	1733	1296
28667	WD30028667	0.00	134	100
28668	WD20028668	0.00	210	157
28669	WD20028669	0.00	257	192
28670	WD20028670	0.00	474	372
28671	WD30028671	0.00	103	77
28672	WD30028672	0.00	512	383
28673	WD20028673	0.00	97	73
28674	WD20028674	0.00	55	41
28675	WD30028675	0.00	621	465
28676	WD20028676	0.00	54	40
28677	WD20028677	0.00	32	24
28678	WD20028678	0.00	33	25
28679	WD20028679	0.00	38	28
28680	WD30028680	0.00	56	44
28681	WD30028681	0.00	184	137
28682	WD30028682	0.00	48	36
28683	WD20028683	0.00	858	641
28684	WD20028684	0.00	188	141
28685	WD30028685	0.00	46	34
28686	WD20028686	0.00	224	168
28687	WD20028687	0.00	3691	2756
28688	WD30028688	0.00	143	107
28689	WD20028689	0.00	318	238
28690	WD30028690	0.00	182	143
28691	WD30028691	0.00	187	140
28692	WD20028692	0.00	67	50
28693	WD30028693	0.00	148	111
28694	WD20028694	0.00	2754	2056
28695	WD30028695	0.00	172	129
28696	WD30028696	0.00	135	101
28697	WD20028697	0.00	39	29
28698	WD20028698	0.00	360	269
28699	WD30028699	0.00	650	486
28700	WD30028700	0.00	306	240
28701	WD20028701	0.00	331	248
28702	WD20028702	0.00	210	157
28703	WD30028703	0.00	79	59
28704	WD20028704	0.00	134	100
28705	WD30028705	0.00	236	177
28706	WD30028706	0.00	108	81
28707	WD30028707	0.00	414	309
28708	WD20028708	0.00	292	218
28709	WD30028709	0.00	43	32
28710	WD20028710	0.00	200	157
28711	WD30028711	0.00	38	28
28712	WD20028712	0.00	42	31
28713	WD30028713	0.00	62	46
28714	WD30028714	0.00	1059	791
28715	WD20028715	0.00	62	46
28716	WD30028716	0.00	281	210
28717	WD20028717	0.00	731	546
28718	WD30028718	0.00	935	698
28719	WD30028719	0.00	306	229
28720	WD20028720	0.00	43	32
28721	WD30028721	0.00	119	89
28722	WD20028722	0.00	71	53
28723	WD20028723	0.00	66	49
28724	WD20028724	0.00	222	166
28725	WD20028725	0.00	7100	5284
28726	WD20028726	0.00	9849	7328
28727	WD20028727	0.00	869	649
28728	WD20028728	0.00	109	81
28729	WD20028729	0.00	720	537
28730	WD20028730	0.00	442	330
28731	WD30028731	0.00	1244	976
28732	WD20028732	0.00	186	139
28733	WD30028733	0.00	16229	11988
28734	WD20028734	0.00	83	62
28735	WD20028735	0.00	65	49
28736	WD20028736	0.00	693	517
28737	WD20028737	0.00	900	671
28738	WD30028738	0.00	205	153
28739	WD20028739	0.00	1062	792
28740	WD30028740	0.00	74	55
28741	WD20028741	0.00	96	72
28742	WD20028742	0.00	56	42
28743	WD20028743	0.00	503	375
28744	WD20028744	0.00	459	343
28745	WD30028745	0.00	154	115
28746	WD20028746	0.00	97	72
28747	WD20028747	0.00	157	117
28748	WD20028748	0.00	385	287
28749	WD20028749	0.00	5444	4050
28750	WD30028750	0.00	99	74
28751	WD30028751	0.00	1591	1185
28752	WD20028752	0.00	623	493
28753	WD30028753	0.00	536	421
28754	WD30028754	0.00	129	96
28755	WD20028755	0.00	231	172
28756	WD30028756	0.00	342	255
28757	WD30028757	0.00	1816	1353
28758	WD20028758	0.00	36	27
28759	WD20028759	0.00	47	35
28760	WD20028760	0.00	34	25
28761	WD20028761	0.00	105	78
28762	WD30028762	0.00	32	24
28763	WD30028763	0.00	269	211
28764	WD30028764	0.00	104	78
28765	WD20028765	0.00	39	29
28766	WD30028766	0.00	85	63
28767	WD30028767	0.00	44	33
28768	WD30028768	0.00	54	40
28769	WD20028769	0.00	327	244
28770	WD20028770	0.00	211	157
28771	WD30028771	0.00	111	83
28772	WD30028772	0.00	162	121
28773	WD30028773	0.00	137	102
28774	WD30028774	0.00	145	114
28775	WD20028775	0.00	1494	1112
28776	WD20028776	0.00	43	32
28777	WD20028777	0.00	53	40
28778	WD20028778	0.00	47	35
28779	WD30028779	0.00	42	31
28780	WD30028780	0.00	37	28
28781	WD20028781	0.00	255	190
28782	WD30028782	0.00	108	81
28783	WD20028783	0.00	593	441
28784	WD20028784	0.00	77	57
28785	WD20028785	0.00	1648	1293
28786	WD20028786	0.00	61	45
28787	WD20028787	0.00	854	636
28788	WD20028788	0.00	91	68
28789	WD20028789	0.00	96	72
28790	WD20028790	0.00	230	171
28791	WD20028791	0.00	261	194
28792	WD20028792	0.00	198	148
28793	WD30028793	0.00	96	72
28794	WD20028794	0.00	5783	4287
28795	WD20028795	0.00	46	34
28796	WD30028796	0.00	520	408
28797	WD20028797	0.00	575	428
28798	WD30028798	0.00	119	89
28799	WD20028799	0.00	202	150
28800	WD20028800	0.00	107	80
28801	WD30028801	0.00	418	311
28802	WD20028802	0.00	54	40
28803	WD20028803	0.00	276	206
28804	WD20028804	0.00	1077	801
28805	WD20028805	0.00	79	59
28806	WD30028806	0.00	167	131
28807	WD30028807	0.00	76	57
28808	WD20028808	0.00	92	68
28809	WD20028809	0.00	2666	1982
28810	WD30028810	0.00	37	28
28811	WD20028811	0.00	95	71
28812	WD20028812	0.00	45	34
28813	WD20028813	0.00	2944	2188
28814	WD20028814	0.00	279	208
28815	WD20028815	0.00	2491	1839
28816	WD20028816	0.00	307	229
28817	WD20028817	0.00	571	424
28818	WD20028818	0.00	837	623
28819	WD30028819	0.00	127	95
28820	WD30028820	0.00	43	32
28821	WD20028821	0.00	85	63
28822	WD20028822	0.00	131	97
28823	WD20028823	0.00	7380	5467
28824	WD20028824	0.00	100	74
28825	WD30028825	0.00	89	66
28826	WD20028826	0.00	276	217
28827	WD20028827	0.00	988	734
28828	WD20028828	0.00	33	25
28829	WD30028829	0.00	839	624
28830	WD20028830	0.00	107	80
28831	WD20028831	0.00	463	344
28832	WD20028832	0.00	99	74
28833	WD20028833	0.00	3916	2902
28834	WD30028834	0.00	1540	1144
28835	WD20028835	0.00	98	73
28836	WD20028836	0.00	263	195
28837	WD20028837	0.00	646	507
28838	WD20028838	0.00	427	317
28839	WD20028839	0.00	318	236
28840	WD20028840	0.00	1318	978
28841	WD20028841	0.00	63	47
28842	WD30028842	0.00	68	51
28843	WD30028843	0.00	111	83
28844	WD30028844	0.00	111	83
28845	WD20028845	0.00	466	346
28846	WD30028846	0.00	56	42
28847	WD30028847	0.00	128	101
28848	WD20028848	0.00	693	515
28849	WD20028849	0.00	167	124
28850	WD20028850	0.00	101	75
28851	WD30028851	0.00	600	446
28852	WD20028852	0.00	927	689
28853	WD20028853	0.00	798	592
28854	WD20028854	0.00	38	28
28855	WD20028855	0.00	281	209
28856	WD20028856	0.00	1472	1164
28857	WD20028857	0.00	115	90
28858	WD30028858	0.00	117	87
28859	WD20028859	0.00	594	441
28860	WD20028860	0.00	153	114
28861	WD20028861	0.00	418	310
28862	WD20028862	0.00	96	71
28863	WD30028863	0.00	54	40
28864	WD20028864	0.00	47	35
28865	WD20028865	0.00	1450	1074
28866	WD20028866	0.00	121	95
28867	WD20028867	0.00	580	430
28868	WD20028868	0.00	36	27
28869	WD30028869	0.00	160	119
28870	WD30028870	0.00	150	111
28871	WD30028871	0.00	181	135
28872	WD30028872	0.00	420	312
28873	WD20028873	0.00	101	75
28874	WD20028874	0.00	57	42
28875	WD20028875	0.00	465	345
28876	WD20028876	0.00	70	52
28877	WD30028877	0.00	179	141
28878	WD20028878	0.00	79	59
28879	WD20028879	0.00	4870	3606
28880	WD30028880	0.00	206	153
28881	WD20028881	0.00	1684	1248
28882	WD20028882	0.00	118	88
28883	WD20028883	0.00	69	51
28884	WD20028884	0.00	422	313
28885	WD20028885	0.00	508	377
28886	WD30028886	0.00	74	55
28887	WD20028887	0.00	61	48
28888	WD30028888	0.00	39	29
28889	WD30028889	0.00	42	31
28890	WD20028890	0.00	135	100
28891	WD20028891	0.00	35	26
28892	WD20028892	0.00	232	172
28893	WD20028893	0.00	2950	2185
28894	WD20028894	0.00	154	114
28895	WD30028895	0.00	183	136
28896	WD20028896	0.00	123	97
28897	WD30028897	0.00	137	102
28898	WD30028898	0.00	46	34
28899	WD30028899	0.00	127	94
28900	WD20028900	0.00	146	108
28901	WD20028901	0.00	208	154
28902	WD20028902	0.00	292	216
28903	WD30028903	0.00	135	100
28904	WD30028904	0.00	353	262
28905	WD20028905	0.00	235	174
28906	WD20028906	0.00	507	376
28907	WD30028907	0.00	58	46
28908	WD20028908	0.00	1080	800
28909	WD20028909	0.00	228	169
28910	WD20028910	0.00	159	118
28911	WD20028911	0.00	95	70
28912	WD20028912	0.00	1800	1331
28913	WD20028913	0.00	162	120
28914	WD20028914	0.00	464	344
28915	WD20028915	0.00	160	119
28916	WD20028916	0.00	62	46
28917	WD30028917	0.00	227	178
28918	WD20028918	0.00	241	179
28919	WD30028919	0.00	83	62
28920	WD20028920	0.00	49	36
28921	WD20028921	0.00	115	85
28922	WD30028922	0.00	122	90
28923	WD30028923	0.00	2826	2091
28924	WD20028924	0.00	146	108
28925	WD30028925	0.00	39	29
28926	WD20028926	0.00	75	56
28927	WD30028927	0.00	193	143
28928	WD20028928	0.00	64	50
28929	WD20028929	0.00	373	276
28930	WD30028930	0.00	59	44
28931	WD30028931	0.00	1780	1318
28932	WD20028932	0.00	37	27
28933	WD20028933	0.00	85	63
28934	WD20028934	0.00	217	161
28935	WD30028935	0.00	138	102
28936	WD30028936	0.00	137	102
28937	WD20028937	0.00	256	190
28938	WD30028938	0.00	35	27
28939	WD20028939	0.00	519	385
28940	WD30028940	0.00	61	45
28941	WD20028941	0.00	132	98
28942	WD30028942	0.00	36	27
28943	WD20028943	0.00	211	157
28944	WD30028944	0.00	42	31
28945	WD20028945	0.00	93	69
28946	WD20028946	0.00	134	99
28947	WD20028947	0.00	114	84
28948	WD30028948	0.00	96	71
28949	WD30028949	0.00	1109	870
28950	WD20028950	0.00	116	86
28951	WD20028951	0.00	42	31
28952	WD30028952	0.00	99	73
28953	WD20028953	0.00	16135	11842
28954	WD20028954	0.00	42	31
28955	WD20028955	0.00	253	187
28956	WD30028956	0.00	46	34
28957	WD30028957	0.00	36	27
28958	WD20028958	0.00	563	416
28959	WD20028959	0.00	158	117
28960	WD20028960	0.00	370	293
28961	WD30028961	0.00	3146	2465
28962	WD20028962	0.00	44	33
28963	WD30028963	0.00	62	46
28964	WD30028964	0.00	130	96
28965	WD20028965	0.00	977	723
28966	WD30028966	0.00	40	30
28967	WD20028967	0.00	2729	2018
28968	WD30028968	0.00	140	104
28969	WD20028969	0.00	1308	967
28970	WD30028970	0.00	354	262
28971	WD20028971	0.00	83	61
28972	WD20028972	0.00	191	150
28973	WD20028973	0.00	146	108
28974	WD20028974	0.00	157	116
28975	WD20028975	0.00	76	56
28976	WD20028976	0.00	245	181
28977	WD30028977	0.00	520	385
28978	WD30028978	0.00	52	39
28979	WD20028979	0.00	98	73
28980	WD20028980	0.00	61	45
28981	WD20028981	0.00	254	188
28982	WD30028982	0.00	794	623
28983	WD30028983	0.00	106	79
28984	WD20028984	0.00	93	69
28985	WD30028985	0.00	151	112
28986	WD30028986	0.00	56	41
28987	WD20028987	0.00	61	45
28988	WD20028988	0.00	625	462
28989	WD20028989	0.00	569	421
28990	WD20028990	0.00	52	38
28991	WD20028991	0.00	1232	911
28992	WD20028992	0.00	90	67
28993	WD20028993	0.00	34	25
28994	WD20028994	0.00	42	31
28995	WD30028995	0.00	443	328
28996	WD20028996	0.00	385	284
28997	WD30028997	0.00	106	79
28998	WD30028998	0.00	57	42
28999	WD20028999	0.00	569	421
29000	WD30029000	0.00	33	24
29001	WD20029001	0.00	88	65
29002	WD20029002	0.00	162	127
29003	WD30029003	0.00	68	50
29004	WD20029004	0.00	511	378
29005	WD20029005	0.00	70	52
29006	WD30029006	0.00	340	252
29007	WD20029007	0.00	603	446
29008	WD20029008	0.00	288	213
29009	WD20029009	0.00	52	39
29010	WD20029010	0.00	670	495
29011	WD20029011	0.00	156	115
29012	WD20029012	0.00	61	45
29013	WD20029013	0.00	534	419
29014	WD30029014	0.00	82	61
29015	WD30029015	0.00	39	29
29016	WD30029016	0.00	290	214
29017	WD30029017	0.00	273	202
29018	WD30029018	0.00	203	150
29019	WD30029019	0.00	124	92
29020	WD20029020	0.00	131	97
29021	WD30029021	0.00	327	242
29022	WD20029022	0.00	52	38
29023	WD30029023	0.00	113	89
29024	WD20029024	0.00	78	58
29025	WD20029025	0.00	1369	1011
29026	WD20029026	0.00	132	98
29027	WD30029027	0.00	460	340
29028	WD20029028	0.00	195	144
29029	WD20029029	0.00	248	183
29030	WD30029030	0.00	2576	1902
29031	WD20029031	0.00	360	266
29032	WD30029032	0.00	865	639
29033	WD20029033	0.00	57	42
29034	WD20029034	0.00	101	79
29035	WD30029035	0.00	93	69
29036	WD20029036	0.00	4259	3141
29037	WD20029037	0.00	695	513
29038	WD20029038	0.00	35	26
29039	WD30029039	0.00	237	175
29040	WD20029040	0.00	136	101
29041	WD30029041	0.00	81	60
29042	WD20029042	0.00	765	564
29043	WD20029043	0.00	120	94
29044	WD20029044	0.00	480	355
29045	WD20029045	0.00	515	381
29046	WD20029046	0.00	263	194
29047	WD20029047	0.00	40	30
29048	WD20029048	0.00	330	244
29049	WD20029049	0.00	78	58
29050	WD20029050	0.00	57	42
29051	WD20029051	0.00	1437	1060
29052	WD20029052	0.00	277	205
29053	WD30029053	0.00	43	34
29054	WD30029054	0.00	74	55
29055	WD20029055	0.00	36	27
29056	WD20029056	0.00	130	96
29057	WD20029057	0.00	49	36
29058	WD20029058	0.00	96	71
29059	WD20029059	0.00	1256	928
29060	WD20029060	0.00	81	60
29061	WD20029061	0.00	869	641
29062	WD20029062	0.00	220	162
29063	WD20029063	0.00	107	85
29064	WD20029064	0.00	90	71
29065	WD20029065	0.00	43	34
29066	WD30029066	0.00	33	24
29067	WD20029067	0.00	492	363
29068	WD20029068	0.00	89	66
29069	WD30029069	0.00	40	30
29070	WD20029070	0.00	41	30
29071	WD20029071	0.00	45	33
29072	WD30029072	0.00	51	38
29073	WD30029073	0.00	99	73
29074	WD30029074	0.00	76	60
29075	WD20029075	0.00	63	47
29076	WD20029076	0.00	46	34
29077	WD20029077	0.00	105	78
29078	WD20029078	0.00	63	47
29079	WD30029079	0.00	103	76
29080	WD20029080	0.00	69	51
29081	WD20029081	0.00	3536	2605
29082	WD20029082	0.00	95	70
29083	WD30029083	0.00	65	48
29084	WD30029084	0.00	233	183
29085	WD30029085	0.00	334	247
29086	WD20029086	0.00	722	533
29087	WD20029087	0.00	76	56
29088	WD30029088	0.00	602	444
29089	WD20029089	0.00	6687	4917
29090	WD30029090	0.00	269	199
29091	WD30029091	0.00	124	92
29092	WD30029092	0.00	101	75
29093	WD20029093	0.00	156	115
29094	WD20029094	0.00	123	91
29095	WD20029095	0.00	80	63
29096	WD20029096	0.00	2911	2140
29097	WD20029097	0.00	674	497
29098	WD30029098	0.00	38	28
29099	WD20029099	0.00	77	57
29100	WD20029100	0.00	37	27
29101	WD30029101	0.00	95	70
29102	WD30029102	0.00	54	40
29103	WD20029103	0.00	40	30
29104	WD20029104	0.00	198	146
29105	WD30029105	0.00	98	77
29106	WD20029106	0.00	326	241
29107	WD20029107	0.00	1713	1261
29108	WD30029108	0.00	41	30
29109	WD30029109	0.00	42	31
29110	WD30029110	0.00	37	27
29111	WD30029111	0.00	35	26
29112	WD20029112	0.00	2632	1937
29113	WD30029113	0.00	1498	1104
29114	WD20029114	0.00	80	59
29115	WD30029115	0.00	431	338
29116	WD20029116	0.00	56	41
29117	WD30029117	0.00	266	196
29118	WD30029118	0.00	440	325
29119	WD20029119	0.00	595	439
29120	WD20029120	0.00	550	406
29121	WD20029121	0.00	149	110
29122	WD20029122	0.00	111	82
29123	WD20029123	0.00	207	153
29124	WD30029124	0.00	71	52
29125	WD20029125	0.00	515	403
29126	WD30029126	0.00	110	81
29127	WD30029127	0.00	134	99
29128	WD20029128	0.00	260	192
29129	WD20029129	0.00	102	75
29130	WD30029130	0.00	1221	899
29131	WD20029131	0.00	490	361
29132	WD30029132	0.00	1663	1225
29133	WD20029133	0.00	114	84
29134	WD30029134	0.00	260	192
29135	WD30029135	0.00	894	701
29136	WD20029136	0.00	319	235
29137	WD20029137	0.00	159	117
29138	WD20029138	0.00	146	108
29139	WD20029139	0.00	277	204
29140	WD20029140	0.00	272	200
29141	WD20029141	0.00	176	130
29142	WD20029142	0.00	181	133
29143	WD20029143	0.00	6075	4453
29144	WD20029144	0.00	35	27
29145	WD20029145	0.00	154	114
29146	WD20029146	0.00	90	66
29147	WD20029147	0.00	119	88
29148	WD20029148	0.00	964	710
29149	WD20029149	0.00	2916	2141
29150	WD20029150	0.00	659	485
29151	WD20029151	0.00	2804	2059
29152	WD20029152	0.00	309	228
29153	WD20029153	0.00	58	43
29154	WD20029154	0.00	328	242
29155	WD20029155	0.00	72	56
29156	WD30029156	0.00	86	63
29157	WD20029157	0.00	1541	1135
29158	WD20029158	0.00	2265	1664
29159	WD30029159	0.00	11855	8660
29160	WD30029160	0.00	79	58
29161	WD30029161	0.00	42	31
29162	WD30029162	0.00	750	552
29163	WD20029163	0.00	126	100
29164	WD20029164	0.00	88	69
29165	WD20029165	0.00	70	52
29166	WD30029166	0.00	104	77
29167	WD20029167	0.00	33	24
29168	WD20029168	0.00	110	81
29169	WD20029169	0.00	52	38
29170	WD30029170	0.00	127	94
29171	WD20029171	0.00	378	278
29172	WD20029172	0.00	591	435
29173	WD20029173	0.00	64	47
29174	WD20029174	0.00	73	57
29175	WD20029175	0.00	658	485
29176	WD20029176	0.00	90	66
29177	WD30029177	0.00	898	660
29178	WD30029178	0.00	221	163
29179	WD20029179	0.00	656	483
29180	WD20029180	0.00	91	67
29181	WD30029181	0.00	120	88
29182	WD20029182	0.00	301	222
29183	WD20029183	0.00	4366	3204
29184	WD20029184	0.00	106	78
29185	WD20029185	0.00	55	43
29186	WD20029186	0.00	324	239
29187	WD30029187	0.00	37	27
29188	WD20029188	0.00	1354	996
29189	WD20029189	0.00	123	91
29190	WD20029190	0.00	275	202
29191	WD20029191	0.00	93	69
29192	WD20029192	0.00	8199	6003
29193	WD20029193	0.00	471	347
29194	WD20029194	0.00	2613	2044
29195	WD20029195	0.00	196	144
29196	WD30029196	0.00	41	30
29197	WD20029197	0.00	108	80
29198	WD20029198	0.00	539	397
29199	WD20029199	0.00	2539	1866
29200	WD30029200	0.00	421	310
29201	WD20029201	0.00	663	488
29202	WD20029202	0.00	207	152
29203	WD30029203	0.00	50	37
29204	WD30029204	0.00	262	193
29205	WD30029205	0.00	35	26
29206	WD30029206	0.00	41	30
29207	WD30029207	0.00	75	55
29208	WD20029208	0.00	153	113
29209	WD30029209	0.00	69	51
29210	WD20029210	0.00	143	105
29211	WD30029211	0.00	94	69
29212	WD30029212	0.00	43	32
29213	WD20029213	0.00	296	232
29214	WD20029214	0.00	62	46
29215	WD20029215	0.00	134	99
29216	WD20029216	0.00	63	46
29217	WD30029217	0.00	346	254
29218	WD30029218	0.00	40	29
29219	WD20029219	0.00	235	173
29220	WD20029220	0.00	77	57
29221	WD30029221	0.00	148	109
29222	WD20029222	0.00	88	65
29223	WD20029223	0.00	41	32
29224	WD30029224	0.00	51	38
29225	WD20029225	0.00	72	53
29226	WD20029226	0.00	64	47
29227	WD20029227	0.00	348	256
29228	WD20029228	0.00	142	104
29229	WD20029229	0.00	122	90
29230	WD20029230	0.00	34	25
29231	WD20029231	0.00	296	218
29232	WD20029232	0.00	1351	992
29233	WD20029233	0.00	405	298
29234	WD20029234	0.00	554	434
29235	WD20029235	0.00	217	160
29236	WD20029236	0.00	125	92
29237	WD30029237	0.00	102	75
29238	WD30029238	0.00	41	30
29239	WD20029239	0.00	812	597
29240	WD30029240	0.00	514	378
29241	WD30029241	0.00	251	185
29242	WD20029242	0.00	77	57
29243	WD20029243	0.00	159	117
29244	WD20029244	0.00	88	65
29245	WD20029245	0.00	51	40
29246	WD20029246	0.00	353	259
29247	WD20029247	0.00	305	224
29248	WD20029248	0.00	144	106
29249	WD20029249	0.00	77	57
29250	WD30029250	0.00	185	136
29251	WD30029251	0.00	147	108
29252	WD20029252	0.00	56	41
29253	WD20029253	0.00	1249	917
29254	WD20029254	0.00	166	122
29255	WD30029255	0.00	104	77
29256	WD30029256	0.00	45	35
29257	WD20029257	0.00	244	179
29258	WD20029258	0.00	85	63
29259	WD20029259	0.00	61	45
29260	WD20029260	0.00	136	100
29261	WD30029261	0.00	63	46
29262	WD20029262	0.00	87	64
29263	WD20029263	0.00	89	65
29264	WD20029264	0.00	289	212
29265	WD30029265	0.00	40	29
29266	WD20029266	0.00	165	131
29267	WD30029267	0.00	196	154
29268	WD30029268	0.00	237	174
29269	WD20029269	0.00	2786	2044
29270	WD20029270	0.00	218	160
29271	WD30029271	0.00	77	57
29272	WD20029272	0.00	86	63
29273	WD20029273	0.00	56	41
29274	WD30029274	0.00	70	51
29275	WD20029275	0.00	41	30
29276	WD20029276	0.00	988	774
29277	WD30029277	0.00	1301	955
29278	WD30029278	0.00	120	88
29279	WD20029279	0.00	186	137
29280	WD30029280	0.00	32	24
29281	WD30029281	0.00	170	125
29282	WD20029282	0.00	86	63
29283	WD20029283	0.00	42	31
29284	WD20029284	0.00	37	27
29285	WD30029285	0.00	474	348
29286	WD20029286	0.00	521	383
29287	WD20029287	0.00	367	288
29288	WD30029288	0.00	56	41
29289	WD20029289	0.00	109	80
29290	WD30029290	0.00	884	649
29291	WD20029291	0.00	724	531
29292	WD20029292	0.00	122	90
29293	WD20029293	0.00	328	241
29294	WD20029294	0.00	149	109
29295	WD30029295	0.00	86	63
29296	WD20029296	0.00	631	463
29297	WD20029297	0.00	160	118
29298	WD30029298	0.00	124	91
29299	WD20029299	0.00	564	413
29300	WD20029300	0.00	66	48
29301	WD20029301	0.00	174	128
29302	WD20029302	0.00	238	175
29303	WD30029303	0.00	34	25
29304	WD20029304	0.00	42	31
29305	WD20029305	0.00	61	45
29306	WD20029306	0.00	734	538
29307	WD30029307	0.00	268	197
